index,event,disaster,class_label,clean_text,has_crisis_term
3044,not_disaster,False,non-disaster,Quick update: Enjoying a peaceful afternoon of golf with friends. The weather is absolutely perfect for being on the course. Life is good.,False
3045,not_disaster,False,non-disaster,Just wanted to share: Learning how to make authentic Indian curry from scratch. The spice blend smells absolutely heavenly. Perfect.,False
3046,not_disaster,False,non-disaster,Just thinking that Brewing a fresh pot of single-origin coffee this morning. The aroma is the absolute best way to wake up. What a day!,False
3047,not_disaster,False,non-disaster,Today was great! Setting up a freshwater aquarium today. Adding some beautiful green plants and colorful neon tetra fish. Recommended.,False
3048,not_disaster,False,non-disaster,"Wow, A hot bowl of chicken noodle soup is so comforting on a chilly rainy evening like this one. Recommended.",False
3049,not_disaster,False,non-disaster,"Quick update: A quiet morning sitting on the balcony, watching the birds and enjoying the fresh morning breeze. What a day!",False
3050,not_disaster,False,non-disaster,So glad that Started learning how to play tennis this weekend. It is much more challenging than it looks but very fun. #blessed,False
3051,not_disaster,False,non-disaster,Really enjoying this. Trying out a new pottery class today. Molding clay on the wheel is difficult but extremely therapeutic.,False
3052,not_disaster,False,non-disaster,"Wow, Taking some time to write down my goals for the upcoming month. It helps keep me focused and motivated. Highly satisfied.",False
3053,not_disaster,False,non-disaster,Just thinking that Just signed up for a half marathon next month! Time to start a structured training plan and build endurance. :),False
3054,not_disaster,False,non-disaster,Today was great! Setting up a freshwater aquarium today. Adding some beautiful green plants and colorful neon tetra fish.,False
3055,not_disaster,False,non-disaster,Quick update: Taking photos of local architecture and nature around the city. Capturing beautiful light during golden hour. Life is good.,False
3056,not_disaster,False,non-disaster,Just wanted to share: A hot bowl of chicken noodle soup is so comforting on a chilly rainy evening like this one. Perfect.,False
3057,not_disaster,False,non-disaster,Really enjoying this. Exploring the beautiful beaches of Bali this week. The sunsets here are unlike anything I have ever seen. Perfect.,False
3058,not_disaster,False,non-disaster,"Wow, Swimming laps at the community pool is a great low-impact workout. It leaves me feeling energized for the day.",False
3059,not_disaster,False,non-disaster,So glad that Just arrived in New York City! Ready to see a Broadway show and get some famous New York style pizza. Love it.,False
3060,not_disaster,False,non-disaster,"Cooking a homemade three-course dinner for my friends tonight. On the menu: steak, roasted vegetables, and tiramisu. Highly satisfied.",False
3061,not_disaster,False,non-disaster,So glad that Walking my dog in the park this evening. He loves chasing after tennis balls and meeting other friendly dogs. Highly satisfied.,False
3062,not_disaster,False,non-disaster,"Today was great! Cooking a homemade three-course dinner for my friends tonight. On the menu: steak, roasted vegetables, and tiramisu. Can't complain!",False
3063,not_disaster,False,non-disaster,Today was great! Highly satisfied with the new mechanical keyboard I bought. The tactile feedback and typing sounds are extremely satisfying.,False
3064,not_disaster,False,non-disaster,"Quick update: Enjoying a refreshing fruit smoothie after a long workout. Packed with fresh berries, spinach, and protein. Love it.",False
3065,not_disaster,False,non-disaster,Really enjoying this. Just signed up for a half marathon next month! Time to start a structured training plan and build endurance. Life is good.,False
3066,not_disaster,False,non-disaster,Just thinking that The bakery down the street has the best croissants. They are incredibly flaky and buttery. Highly satisfied.,False
3067,not_disaster,False,non-disaster,So glad that Setting up a freshwater aquarium today. Adding some beautiful green plants and colorful neon tetra fish. Perfect.,False
3068,not_disaster,False,non-disaster,Swimming laps at the community pool is a great low-impact workout. It leaves me feeling energized for the day. What a day!,False
3069,not_disaster,False,non-disaster,"Really enjoying this. Starting a small indoor herb garden on the windowsill. Planting fresh basil, rosemary, and thyme. Can't complain!",False
3070,not_disaster,False,non-disaster,Today was great! Organizing my study room and clearing out old files. A clean and tidy workspace makes me feel so much more productive.,False
3071,not_disaster,False,non-disaster,"Honestly, Enjoying a refreshing fruit smoothie after a long workout. Packed with fresh berries, spinach, and protein. Perfect.",False
3072,not_disaster,False,non-disaster,Today was great! Excited about the progress being made in open source software. It empowers developers around the world to build better tools. #blessed,False
3073,not_disaster,False,non-disaster,Just thinking that Great basketball game today. Both teams played with incredible energy and the defense was top-notch. Highly satisfied.,False
3074,not_disaster,False,non-disaster,"Wow, The bakery down the street has the best croissants. They are incredibly flaky and buttery. What a day!",False
3075,not_disaster,False,non-disaster,Quick update: Spent the afternoon painting a landscape scene with watercolors. The blending of the colors turned out great. #blessed,False
3076,not_disaster,False,non-disaster,Really enjoying this. Going to the local gym to complete an intense weightlifting session. Consistency is the key to progress. Life is good.,False
3077,not_disaster,False,non-disaster,So glad that Going to the local gym to complete an intense weightlifting session. Consistency is the key to progress. #blessed,False
3078,not_disaster,False,non-disaster,Just wanted to share: Tried out a new ramen spot in the city. The rich broth and fresh noodles were absolutely incredible. Love it.,False
3079,not_disaster,False,non-disaster,Today was great! The bakery down the street has the best croissants. They are incredibly flaky and buttery.,False
3080,not_disaster,False,non-disaster,Quick update: I love the cozy feeling of a rainy day when you can just stay indoors with a good book and a warm blanket. Recommended.,False
3081,not_disaster,False,non-disaster,Really enjoying this. Just arrived in New York City! Ready to see a Broadway show and get some famous New York style pizza. #blessed,False
3082,not_disaster,False,non-disaster,Just wanted to share: Planning my next trip to Tokyo. I want to visit the historic temples and try the amazing sushi places. What a day!,False
3083,not_disaster,False,non-disaster,Just thinking that Enjoying a peaceful afternoon of golf with friends. The weather is absolutely perfect for being on the course. #blessed,False
3084,not_disaster,False,non-disaster,Quick update: Trying out a new coding framework today. It simplifies state management and cuts down on boilerplate code significantly. Love it.,False
3085,not_disaster,False,non-disaster,"Quick update: Enjoying a refreshing fruit smoothie after a long workout. Packed with fresh berries, spinach, and protein. Highly satisfied.",False
3086,not_disaster,False,non-disaster,"So glad that Visited a local farmers market today. Picked up fresh organic strawberries, tomatoes, and homemade honey.",False
